Internal name	Serial	ROM size (MBit)	 Complement	CRC32	Memory type	RAM size (KBit) 
JACKIECHANDH	AGB-AJCF-NOE	32	89	D5FB19A0	EEPROM_V120	4
JAMES POND 2	AGB-AJDE-USA	32	86	EB25BB5B		
JAMES POND 2	AGB-AJDP-EUR	32	9C	31081996		
FANCYPOCKET	AGB-AJEJ-JPN	32	81	A29A50E7	SRAM_V112	256
JUNGLE BOOK	AGB-AJFE-USA	64	C6	E9A21637		
JUNGLEBOOK2	AGB-AJFP-EUR	64	A9	9898258B		
DISNEY'S TAR	AGB-AJGD-NOE	64	87	59733B26	EEPROM_V122	4
TARZANRTJ	AGB-AJGE-USA	64	13	681D3FFC	EEPROM_V122	4
DISNEY TARZA	AGB-AJGF-NOE	64	64	35AB002E	EEPROM_V122	4
PETZ-HAM2	AGB-AJHE-USA	64	5C	9F0E4A6A	SRAM_V113	256
HAM-CLUB3	AGB-AJHJ-JPN	64	59	8173F699	SRAM_V112	256
JAZZJACKRABB	AGB-AJJE-USA	32	57	09D37149	EEPROM_V120	4
WS POCKET 2	AGB-AJKJ-JPN	64	DA	B80AA966	EEPROM_V122	64
INJUSTICEFOR	AGB-AJLE-USA	128	27	7202B50D	EEPROM_V122	4
INJUSTICEFOR	AGB-AJLP-EUR	64	1C	D71C4382	EEPROM_V122	4
JONNYMOSELEY	AGB-AJME-USA	64	0B	357BAA02	EEPROM_V121	4
JIMMYNEUTRON	AGB-AJNE-USA	32	13	D3EE0C51		
JIMMY NEUTRO	AGB-AJNX-EUU	32	2E	A9423234		
M HOUSHIN	AGB-AJOJ-JPN	64	27	70123550	FLASH_V126	512
JPOCKET	AGB-AJPJ-JPN	64	A7	51BE73B8	SRAM_V110	256
JP3ISLANDATT	AGB-AJQE-USA	64	4A	6B72BD12	EEPROM_V122	4
JP3ADVANCEDA	AGB-AJQJ-JPN	64	72	D18F75E5	EEPROM_V122	4
JP3DINOATTAC	AGB-AJQP-EUR	64	4C	DDCEB011	EEPROM_V122	4
JET SET RADI	AGB-AJRP-EUR	64	6D	716DC010	EEPROM_V122	4
HEXCITE AGB	AGB-AJSJ-JPN	32	B6	BD4E6008	SRAM_V111	256
SAMURAIJACK	AGB-AJTE-USA	64	80	2AB0D111	EEPROM_V122	4
JUO	AGB-AJUJ-JPN	32	B0	7BE03B08	FLASH_V126	512
W.S.POCKET	AGB-AJWJ-JPN	64	A4	8BD96DB9	EEPROM_V122	64
JIMMY2GER	AGB-AJXD-NOE	32	25	3690C0FD		
JIMMY2002AGB	AGB-AJXE-USA	32	A6	D2CED674		
DRAKEANDJOSH	AGB-AJYE-USA	32	4B	63A4422E		
BOM_JET.JPN	AGB-AJZJ-JPN	64	83	2148A5B5	SRAM_V112	256
UMUSCLE	AGB-AK2E-USA	128	BC	D1812734	EEPROM_V122	4
KINNIKUMAN21	AGB-AK2J-JPN	128	74	3FE9C701	EEPROM_V122	4
TURBO TURTLE	AGB-AK3E-USA	32	45	E5E0B0F1	EEPROM_V122	4
KINNIKU AGB	AGB-AK4J-JPN	64	AF	94519D2A	SRAM_V112	256
KINBANGBA2	AGB-AK5J-JPN	64	E2	40B1DD00	SRAM_V112	256
SOCCER KID	AGB-AK6E-USA	32	D1	D3485F5A		
KLONOAHEROES	AGB-AK7J-JPN	128	33	A239D91C	EEPROM_V122	64
MEDABOTS MTB	AGB-AK8E-USA	64	78	03294511	EEPROM_V122	64
MEDABOTS_MTB	AGB-AK8P-EUR	64	2E	3E0BFCB7	EEPROM_V122	64
MEDABOTS RKS	AGB-AK9E-USA	64	6A	92FDB8D6	EEPROM_V122	64
MEDABOTS_RKS	AGB-AK9P-EUR	64	20	F5801BD8	EEPROM_V122	64
SHAMAN KING2	AGB-AKAJ-JPN	64	81	CB9A390A	SRAM_V112	256
SIFKBASEBALL	AGB-AKBE-USA	32	59	616088DF	SRAM_V112	256
KCS ARCADE	AGB-AKCE-USA	32	27	838DD636		
KCS ARCADE	AGB-AKCJ-JPN	32	22	285F652F		
KCS ARCADE	AGB-AKCP-EUR	32	1C	6A8BE56F		
KAERU B BACK	AGB-AKDJ-JPN	64	AA	1D3282B6	SRAM_F_V102	256
HIKARUNOGO2	AGB-AKEJ-JPN	128	98	04129A22	SRAM_F_V102	256
SIFKFOOTBALL	AGB-AKFE-USA	32	38	9972779D	SRAM_V112	256
MECH PLATOON	AGB-AKGE-USA	64	62	769FDE96	EEPROM_V122	64
KykikaGontie	AGB-AKGJ-JPN	64	FF	FD5A4350	EEPROM_V122	64
MECH PLATOON	AGB-AKGP-EUR	64	57	4B3E0531	EEPROM_V122	64
KIKIKAIKAIGA	AGB-AKIJ-JPN	32	4E	1C61225B		
KAOTHEKANGAR	AGB-AKKE-USA	32	5F	F6667B3E		
KAOTHEKANGAR	AGB-AKKP-EUR	32	54	51E7522C		
KLONOA	AGB-AKLE-USA	32	E9	63599423	EEPROM_V121	4
KLONOA	AGB-AKLJ-JPN	32	E4	B51D97DE	EEPROM_V121	4
KLONOA EMPIR	AGB-AKLP-EUR	32	61	69492530	EEPROM_V122	4
KIWAME-MS21	AGB-AKMJ-JPN	64	C4	66F7614B	SRAM_V112	256
KINGOFEXNEOB	AGB-AKOE-USA	64	2A	33FCA023	EEPROM_V122	4
KINGOFEXNEOB	AGB-AKOE-USA	64	29	0F960E70	EEPROM_V122	4
KINGOFEXNEOB	AGB-AKOJ-JPN	64	26	0814C78D	EEPROM_V122	4
KINGOFEXNEOB	AGB-AKOP-EUR	64	1F	3D8D81D0	EEPROM_V122	4
NAKAYOSHI-KR	AGB-AKPJ-JPN	32	28	D0C608F6	SRAM_V112	256
KONG	AGB-AKQE-USA	64	7E	150BDD9E		
KONG	AGB-AKQP-EUR	64	73	7A7B060F		
KURURIN	AGB-AKRJ-JPN	32	98	8A6A900B	SRAM_V110	256
KURURIN	AGB-AKRP-EUR	32	92	C4DAB956	SRAM_V111	256
MARY KATE AN	AGB-AKSE-USA	32	9A	8AF3F3AD	EEPROM_V120	4
K/TMIRACLEFA	AGB-AKTJ-JPN	64	59	C8F4D874	EEPROM_V121	64
HIGEJINTORI	AGB-AKUJ-JPN	32	65	99C917E9	SRAM_V112	256
K-1	AGB-AKVJ-JPN	32	06	B6DAF182	EEPROM_V122	64
KRAZY RACERS	AGB-AKWE-USA	32	43	C80D4F5C	SRAM_V111	256
WAIWAI	AGB-AKWJ-JPN	32	D0	AA039A8A	SRAM_V110	256
KRAZY RACERS	AGB-AKWP-EUR	32	38	CFEC0650	SRAM_V111	256
SPIDER-MAN	AGB-AKXD-NOE	64	F2	E9D9B35F	EEPROM_V122	4
SPIDERMAN	AGB-AKXE-USA	64	1E	878A3520	EEPROM_V122	4
SPIDER-MAN	AGB-AKXF-NOE	64	F0	832EA2B1	EEPROM_V122	4
TSUBASA 2001	AGB-AKYJ-JPN	64	B7	5341B274	SRAM_V112	256
KAMAITACHI	AGB-AKZJ-JPN	128	EB	82B4F3FA	FLASH_V126	512
LEGO ISLAND	AGB-AL2E-USA	64	C5	2A222BA5	SRAM_V112	256
LEGO ISLAND	AGB-AL2P-EUR	64	BA	C7B5D987	SRAM_V112	256
SHAMAN KING3	AGB-AL3J-JPN	128	8D	2BCF66D4	SRAM_V112	256
DEBITIRUHIKA	AGB-AL4E-USA	64	4F	DC4357C4	SRAM_F_V103	256
DEBITIRUHIKA	AGB-AL4J-JPN	64	4A	5D7EE5AF	SRAM_F_V102	256
TOMB RAIDER	AGB-AL9E-USA	64	D8	556F40FA		
TOMB-RAIDER	AGB-AL9P-EUR	64	C0	2CEE6083		
LANDBEFORETI	AGB-ALAE-USA	32	40	CFD8A52C		
LANDBEFORETI	AGB-ALAP-EUR	32	35	CF0FA4D9		
LEGO BIONICL	AGB-ALBE-USA	64	70	3E5EC871	SRAM_V112	256
LEGO BIONICL	AGB-ALBP-EUR	64	65	121AB9C3	SRAM_V112	256
LLB 2002	AGB-ALCE-USA	64	FD	B550F8CB		
LADY SIA	AGB-ALDE-USA	32	8B	139E95BD	EEPROM_V122	4
LADY SIA	AGB-ALDP-EUR	64	80	A516CC74	EEPROM_V122	4
BRUCE LEE	AGB-ALEE-USA	64	F8	B2A45A4C	EEPROM_V122	4
BRUCE LEE	AGB-ALEP-EUR	64	4D	B5FF39DC	EEPROM_V122	4
DBZLGCYGOKU2	AGB-ALFJ-JPN	64	40	B3297D59	EEPROM_V124	64
DRAGONBALL Z	AGB-ALFP-EUR	64	77	5DA5F35F	EEPROM_V122	64
DBZ LGCYGOKU	AGB-ALGE-USA	64	6C	3DE06A92	EEPROM_V122	4
DRAGONBALL Z	AGB-ALGP-EUR	64	76	E3414AC9	EEPROM_V122	4
LOVEHINAADVA	AGB-ALHJ-JPN	64	39	B8E67449	EEPROM_V121	4
SEA TRADER	AGB-ALJE-USA	32	09	0736E116	EEPROM_V122	64
LUCKY LUKE W	AGB-ALLP-EUR	32	71	F12F29A9		
YAKUTUKUADV	AGB-ALMJ-JPN	64	47	A8A3AA8B	SRAM_V112	256
LUNAR LEGEND	AGB-ALNE-USA	64	7B	885266A2	EEPROM_V122	64
LUNAR LEGEND	AGB-ALNJ-JPN	64	53	9F68DF9F	SRAM_V112	256
UNIVERSLOTR	AGB-ALOE-USA	64	48	EE0C58BC	EEPROM_V122	64
UNIEUROLOTR	AGB-ALOP-EUR	64	42	2380B93A	EEPROM_V122	64
TWO TOWERS	AGB-ALPE-USA	128	C2	A1E3BF33	EEPROM_V122	4
TWO TOWERS	AGB-ALPJ-JPN	128	C8	DC8D4667	EEPROM_V122	4
LITTLEBUSTER	AGB-ALQJ-JPN	64	01	D26E49F8	SRAM_F_V102	256
LEGO RACERS	AGB-ALRE-USA	64	A0	E13B63AD	EEPROM_V120	4
LEGO RACERS	AGB-ALRP-EUR	64	95	7A1DC458	EEPROM_V120	4
SOCCER MANIA	AGB-ALSE-USA	64	78	73EF3A35	EEPROM_V122	4
LILO AND STI	AGB-ALTE-USA	64	73	C1BD86BC		
LILO AND STI	AGB-ALTP-EUR	64	88	2A10F7E4		
MONKEYBALLJR	AGB-ALUE-USA	32	31	0A8031F0	EEPROM_V122	4
SUPER MONKEY	AGB-ALUP-EUR	64	15	D75DA09D	EEPROM_V122	4
LOSTVIKINGS	AGB-ALVE-USA	32	51	8CB58997	EEPROM_V122	4
THE LOST VIK	AGB-ALVP-EUR	32	56	58E21F24	EEPROM_V122	4
ACE LIGHTNIN	AGB-ALXP-EUR	32	58	4F21C859	EEPROM_V122	4
MEGAMANBN2	AGB-AM2P-EUR	64	24	66341F3B	SRAM_V112	256
MGAH	AGB-AM3E-USA	32	B5	C01C4D0A		
MOTOGP	AGB-AM4E-USA	32	05	8EE93EB8		
MOTOGP	AGB-AM4J-JPN	32	E1	4F6D7E49	EEPROM_V122	4
MOTOGP	AGB-AM4P-EUR	32	FA	C6D17D0D		
MK_ADVANCE	AGB-AM5E-USA	64	E7	BCDABB47		
MORTAL KOMBA	AGB-AM5P-EUR	64	6C	78B4B5C7		
TYSON BOXING	AGB-AM6E-USA	32	5F	48109F8D	EEPROM_V122	4
TOKYO MYUMYU	AGB-AM7J-JPN	32	1E	5875C07A	SRAM_F_V102	256
MONSTERFORCE	AGB-AM8E-USA	64	34	9115945D	EEPROM_V122	4
MONSTERFORCE	AGB-AM8P-EUR	64	29	4C2EAD36	EEPROM_V122	4
TYSON BOXING	AGB-AM9P-EUR	32	51	B9566812	EEPROM_V122	4
SUPER MARIOA	AGB-AMAC-CHN	32	40	14A87B75	EEPROM_V122	4
SUPER MARIOA	AGB-AMAE-USA	32	74	1E4C6D6A	EEPROM_V120	4
SUPER MARIOA	AGB-AMAJ-JPN	32	6F	B993B92F	EEPROM_V111	4
MB BASEBALL	AGB-AMBJ-JPN	64	BD	8DF8A0C0	FLASH_V124	512
Mail de Cute	AGB-AMCJ-JPN	64	A4	3B984291	FLASH_V121	512
ARMY MEN OG	AGB-AMEE-USA	32	CD	6D174E28		
MONSRANCHERA	AGB-AMFE-USA	64	3C	495AF3F5	SRAM_F_V102	256
MONSTERFARMA	AGB-AMFJ-JPN	64	29	C140FF7A		
ESPN FISHNG1	AGB-AMGE-USA	64	7C	7CD4685A	SRAM_V112	256
ESPN FISHNG3	AGB-AMGJ-JPN	64	75	AB27E52A	EEPROM_V122	64
ESPN FISHNG2	AGB-AMGP-EUR	64	70	2D91A431	EEPROM_V122	64
MAX2BLUEADV	AGB-AMHE-USA	64	9F	AC40276D	EEPROM_V121	64
B-MAX2BOM	AGB-AMHJ-JPN	64	63	5555715F	SRAM_V112	256
BOMBERMAN MA	AGB-AMHP-EUR	128	6F	09FC4D53	EEPROM_V121	64
MIBTHESERIES	AGB-AMIE-USA	32	23	589810A5		
MEN IN BLACK	AGB-AMIP-EUR	32	88	56BA6858		
TWEETY PARTY	AGB-AMJJ-JPN	32	33	D38672BF	SRAM_V110	256
MARIO KART	AGB-AMKE-USA	32	08	ED316E37	FLASH_V124	512
MARIO KART	AGB-AMKJ-JPN	32	03	30E99FCD	FLASH_V124	512
MARIO KART	AGB-AMKP-EUR	32	FD	20025842	FLASH_V124	512
MMBLAST	AGB-AMLE-USA	64	A6	AD38C301	EEPROM_V122	4
MOMO MATSURI	AGB-AMMJ-JPN	32	45	BF0523D1	SRAM_V110	256
MONSTERGUARD	AGB-AMNJ-JPN	64	1B	93815CDE	SRAM_V110	256
EX MONOPOLY	AGB-AMOJ-JPN	32	78	916EFD5B	SRAM_V112	256
MAHJONGKEIJI	AGB-AMPJ-JPN	32	50	AD32A2D3	SRAM_V112	256
MIDNIGHTCLUB	AGB-AMQE-USA	32	51	911BE520		
MIDNIGHTCLUB	AGB-AMQP-EUR	32	27	091230C6		
MM ADVANCE	AGB-AMRE-USA	32	0B	4B4C7CA5	EEPROM_V122	4
MM ADVANCE	AGB-AMRJ-JPN	32	06	043A3554	EEPROM_V122	4
MM ADVANCE	AGB-AMRP-EUR	32	00	2412C5EB	EEPROM_V122	4
MORITASHOGI	AGB-AMSJ-JPN	32	77	149E01B7	SRAM_V112	256
METFUSIONCHN	AGB-AMTC-CHN	64	38	042E5B07	SRAM_V113	256
METROID4USA	AGB-AMTE-USA	64	98	6C75479C	SRAM_V112	256
METROID4JPN	AGB-AMTJ-JPN	64	94	817A7E9E	SRAM_V112	256
METROID4EUR	AGB-AMTP-EUR	64	8A	974E46AB	SRAM_V112	256
MUTSU	AGB-AMUJ-JPN	32	01	3A45A6D9	SRAM_V112	256
MAGICAL VACA	AGB-AMVJ-JPN	64	99	59CBE914	FLASH_V126	512
MUPPET PINBA	AGB-AMWE-USA	64	41	E6A387EC	EEPROM_V122	4
MUPPET PINBA	AGB-AMWP-EUR	32	52	8D5034D7	EEPROM_V122	4
DIEMONSTERAG	AGB-AMXD-NOE	32	36	A23CB45F		
MONSTERS,INC	AGB-AMXE-USA	32	36	9059CFF6		
MONSTERS,INC	AGB-AMXJ-JPN	32	1B	0DFFF34F		
MONSTERS INC	AGB-AMXX-EUU	32	2F	D13177E0		
MONSTERS INC	AGB-AMXY-EUU	32	2E	D2C53AB8		
MAX2-REDADV	AGB-AMYE-USA	64	AE	AF984F90	EEPROM_V121	64
B-MAX2MAX	AGB-AMYJ-JPN	64	4A	290D8810	EEPROM_V121	64
BMAX2-RED	AGB-AMYP-EUR	128	3D	67D2E5B8	EEPROM_V121	64
SUPER MARIOA	AGB-AMZE-USA	32	5B	69924CBD	EEPROM_V120	4
NATURAL2 DUO	AGB-AN2J-JPN	64	64	0DE8B4B4	FLASH_V126	512
CATZ	AGB-AN3E-USA	128	B3	A051DE73	EEPROM_V124	64
KAWAIIKONEKO	AGB-AN3J-JPN	32	3A	0290DFB5	EEPROM_V122	64
KAWAIIKONEKO	AGB-AN3J-JPN	32	39	89FBEB55	EEPROM_V122	64
CATZ	AGB-AN3X-EUU	64	A0	C3AA382D	EEPROM_V124	64
NHL HITZ 20	AGB-AN4E-USA	32	0D	4F1ADF75	EEPROM_V122	4
KAWANUSI5	AGB-AN5J-JPN	32	39	BF53EE0D	EEPROM_V122	64
KLONOA2	AGB-AN6E-USA	32	CA	8BD23A7F	EEPROM_V124	4
KLONOA G2	AGB-AN6J-JPN	32	5E	40459F0A	EEPROM_V122	4
FAMISTA	AGB-AN7J-JPN	32	B5	F7A58AE8	EEPROM_V122	64
PHANTASIA	AGB-AN8E-USA	64	4B	01A0FCA8	EEPROM_V124	64
PHANTASIA	AGB-AN8J-JPN	64	20	5FDE660D	EEPROM_V122	64
PHANTASIA	AGB-AN8P-EUR	128	40	FA172A4A	EEPROM_V124	64
NARIKIRI2	AGB-AN9J-JPN	64	2D	C78C4E06	EEPROM_V122	64
MEDAROTNVKBT	AGB-ANAJ-JPN	64	2A	15450B63	FLASH_V124	512
NOBUNAGA	AGB-ANBJ-JPN	32	70	EF23C79E	FLASH_V125	512
ZOO CUBE	AGB-ANCE-USA	32	9D	AF20BE72	EEPROM_V122	4
ZOO CUBE	AGB-ANCJ-JPN	32	8C	09A2255F	EEPROM_V122	4
ZOO CUBE	AGB-ANCP-EUR	32	92	4A23B8D6	EEPROM_V122	4
NANCYDREWMHM	AGB-ANDE-USA	32	21	7652CD25		
MONSTERGATE1	AGB-ANFJ-JPN	64	43	5B8AAA03	SRAM_F_V102	256
NASCAR HEAT	AGB-ANHE-USA	32	D4	87E15F5B	EEPROM_V120	4
ANIMANIACS:	AGB-ANIP-EUR	64	8F	840D11C1		
MADDEN NFL03	AGB-ANJE-USA	32	B8	64B93824	EEPROM_V122	64
NFL BLITZ2K3	AGB-ANKE-USA	32	84	E0B137E7		
NHL 2002	AGB-ANLE-USA	32	7C	D1D9E515	EEPROM_V122	64
NAMCOMUSEUM	AGB-ANME-USA	32	5F	C58A04C1		
NAMCOMUSEUM	AGB-ANMJ-JPN	32	5A	818F4E4B		
NAMCOMUSEUM	AGB-ANMP-EUR	32	74	BB82460A		
GEKITOU NOAH	AGB-ANNJ-JPN	64	4C	B7293DBA	EEPROM_V122	64
NOBUNAGAIBUN	AGB-ANOJ-JPN	64	1E	526AB88E	SRAM_F_V102	256
NAPOLEON F	AGB-ANPF-NOE	64	09	36A0E152	SRAM_V112	256
NAPOLEON	AGB-ANPJ-JPN	64	6B	FA016764	SRAM_V110	256
NICKTOONSRAC	AGB-ANQE-USA	32	37	50AB9BB6	EEPROM_V122	4
NICKTOONS RA	AGB-ANQP-EUR	32	4F	BABCCEFD	EEPROM_V122	4
CN SPEEDWAY	AGB-ANRE-USA	32	7C	066A2705		
ANISNOATORIE	AGB-ANSJ-JPN	64	1C	1B70A454	EEPROM_V122	64
TETSUMAN AGB	AGB-ANTJ-JPN	64	4F	E015C0A4	EEPROM_V122	64
ANTZ RACING	AGB-ANUE-USA	32	92	F4EFC5ED		
NETSAL	AGB-ANVJ-JPN	128	F1	C1F2B5EC	SRAM_F_V102	256
ELEVATORACT	AGB-ANWJ-JPN	64	44	2D88526A	EEPROM_V122	4
NINJA FIVE 0	AGB-ANXE-USA	32	A6	EB3954C6	EEPROM_V122	4
NINJA COP	AGB-ANXP-EUR	32	D3	C14295B1	EEPROM_V122	4
GACHINKOPRO	AGB-ANYJ-JPN	64	6C	81DE0C16	SRAM_F_V102	256
ANTZ RACING	AGB-ANZP-EUR	32	82	367927ED		
OSYARE PRI2	AGB-AO2J-JPN	64	B2	8383FCDA	EEPROM_V122	64
TERMINATOR 3	AGB-AO3E-USA	64	8A	F74B3C7D		
TERMINATOR 3	AGB-AO3P-EUR	64	7F	889F4AAA		
SPLINTERCELL	AGB-AO4E-USA	64	52	45A3F81C	EEPROM_V122	4
TOM CLANCY'S	AGB-AO4P-EUR	64	94	7ECD29CE	EEPROM_V122	4
ONPI7TSUJIMA	AGB-AO7J-JPN	64	39	FD4CE9C8	SRAM_V112	256
ONPI7TSUJIMA	AGB-AO7K-KOR	64	1B	05E56A4D	SRAM_V113	256
ASTERIX & OB	AGB-AOBP-EUR	64	B1	92360109		
CHOBITS-MMV1	AGB-AOCJ-JPN	64	53	DDC4B118	EEPROM_V122	4
TRAP2 MINAMI	AGB-AODJ-JPN	32	5D	6E53115B	EEPROM_V122	4
LEGO DROME R	AGB-AOEE-USA	64	98	AD356FB9	EEPROM_V122	4
DROME RACERS	AGB-AOEX-EUU	64	5E	D6101BC0	EEPROM_V121	4
SRTOG	AGB-AOGE-USA	128	1F	58E86266	FLASH512_V130	512
SRWOG	AGB-AOGJ-JPN	64	21	558BDD94	FLASH_V126	512
SUPER ROBOT	AGB-AOGP-EUR	128	5A	BDB86CAA	FLASH512_V130	512
MINIMONIAGB	AGB-AOHJ-JPN	64	90	F11C35CC	EEPROM_V122	4
SHREK 3	AGB-AOIE-USA	64	DA	2817295C	EEPROM_V122	4
SHREK REEKIN	AGB-AOIP-EUR	64	44	1E4D4813	EEPROM_V122	4
OKUMAN 01	AGB-AOKJ-JPN	32	68	07022C3A	SRAM_V112	256
DS_MOTOCROSS	AGB-AOMJ-JPN	128	F6	1A62D76F	EEPROM_V122	4
DS_MOTOCROSS	AGB-AOMP-EUR	128	F0	72DCB4F4	EEPROM_V122	4
BUBBLE BOBBL	AGB-AONE-USA	32	7C	FEEC503C	EEPROM_V122	4
BUBBLEBOBBLE	AGB-AONP-EUR	32	4C	DFA1A201	EEPROM_V122	4
OSYARE PRI	AGB-AOPJ-JPN	32	C6	5A2299E1	EEPROM_V122	64
ORIENTALBLUE	AGB-AORJ-JPN	128	3E	05E80ECC	SRAM_V112	256
SAMURAI_DST1	AGB-AOSE-USA	64	FC	4AB65478	EEPROM_V124	4
SAMURAI-MMV1	AGB-AOSJ-JPN	64	3D	913B25C0	EEPROM_V122	4
POLLY POCKET	AGB-AOTE-USA	32	37	B5DE8C6E		
POLLY POCKET	AGB-AOTP-EUR	32	2C	A654CBA9		
SPYRO 3	AGB-AOWE-USA	64	BA	13F10A1E	EEPROM_V122	64
SPYRO 3	AGB-AOWP-EUR	64	AF	1F62D660	EEPROM_V122	64
PAWAPOKE3	AGB-AP3J-JPN	64	43	4314D8BC	SRAM_V110	256
PAWAPOKE4	AGB-AP4J-JPN	64	41	30B4A347	SRAM_V112	256
PPG HIM N SE	AGB-AP5E-USA	64	B9	4D22B35E	EEPROM_V122	4
PPG HIMNSEEK	AGB-AP5P-EUR	64	5E	0BFED765	EEPROM_V122	4
PINO & PHOE	AGB-AP6J-JPN	64	0F	365EDB56	EEPROM_V122	4
PINK PANTHER	AGB-AP7P-EUR	64	47	8859B808		
SCOOBYMOVIEE	AGB-AP8D-NOE	32	41	03A07291	EEPROM_V122	4
SCOOBYMOVIEE	AGB-AP8E-USA	32	40	9437044F	EEPROM_V122	4
SCOOBYMOVIEE	AGB-AP8F-NOE	32	3F	CEEFC038	EEPROM_V122	4
SCOOBYMOVIEE	AGB-AP8P-EUR	32	35	E5AC4BB9	EEPROM_V122	4
SCOOBYMOVIEE	AGB-AP8S-ESP	32	32	E5261946	EEPROM_V122	4
POCKET MUSIC	AGB-AP9P-EUR	64	52	4117FCFE	SRAM_F_V102	256
PINOBEE	AGB-APBE-USA	64	D0	D9385207	SRAM_V111	256
PINOBEE	AGB-APBJ-JPN	64	C9	FEBF9045	SRAM_V110	256
PACMANCOLLE	AGB-APCE-USA	32	92	6E5C16F4		
PACMANCOLLE	AGB-APCJ-JPN	32	8D	B0FDDB8F		
PACMANCOLLE	AGB-APCP-EUR	32	A7	E1578D25		
PINBALL DEAD	AGB-APDE-USA	64	98	0A09C517	EEPROM_V122	4
PINBALL OF T	AGB-APDP-EUR	64	79	A9DD7EFA	EEPROM_V122	4
PINK PANTHER	AGB-APEE-USA	64	47	C0B6F379		
PITFALL	AGB-APFE-USA	32	AD	2CEDBB31		
PUNCH KING	AGB-APGE-USA	64	07	0A57F148		
PUNCH KING	AGB-APGP-EUR	64	FC	3E4CB21C		
PREHISTO MAN	AGB-APHE-USA	32	63	0D3B922B		
PINKY&BRAIN	AGB-APIP-EUR	32	7B	FF7D5F62		
PLUSTER RPG	AGB-APJJ-JPN	64	7C	6406AE40	SRAM_V113	256
POCKY-ROCKY	AGB-APKE-USA	32	77	53A8EE86		
PINBALL CHAL	AGB-APLP-EUR	32	85	BCB204B7		
PLANET MNSTR	AGB-APME-USA	32	50	A0A92BD2		
PLANET MNSTR	AGB-APMP-EUR	32	45	D4D77BCE		
PINKEY TOWN	AGB-APNJ-JPN	32	78	2DCCC0B8	EEPROM_V122	64
POPEYE RFS	AGB-APOE-USA	32	C8	CFFC52DD		
PETERPAN RTN	AGB-APPE-USA	64	33	4CAFCCBD		
PETERPAN RTN	AGB-APPP-EUR	64	48	BE7D574C		
PRTF	AGB-APRD-NOE	32	7F	933F5477		
PRTF	AGB-APRE-USA	32	7E	70359B35		
PRTF	AGB-APRF-NOE	32	7D	EB54D898		
PPG MOJOGOGO	AGB-APTE-USA	32	3D	DFB57DCF	EEPROM_V122	4
PPG MOJOGOGO	AGB-APTP-EUR	32	32	1172D0A7	EEPROM_V122	4
PUKUPUKU-1	AGB-APUJ-JPN	32	C7	91C4C334	EEPROM_V122	64
PR_WILDFORCE	AGB-APWE-USA	32	15	54C31AFB		
PHALANX	AGB-APXE-USA	32	9A	EB733713	EEPROM_V122	4
PHALANX	AGB-APXJ-JPN	32	A8	5F419F32	EEPROM_V122	4
PHALANX	AGB-APXP-EUR	32	8F	DFCFE06C	EEPROM_V122	4
PUYO POP	AGB-APYE-USA	64	57	54EFA88C	EEPROM_V122	4
MINNADE PUYO	AGB-APYJ-JPN	64	2C	857FB1EF	EEPROM_V122	4
PUYO POP	AGB-APYP-EUR	64	2E	C85DE50E	EEPROM_V122	4
PINBALL ADV	AGB-APZP-EUR	64	98	39479369	EEPROM_V122	4
CQADVANCE2	AGB-AQ2J-JPN	32	13	F5ED5F14	SRAM_F_V102	256
GADGETRACERS	AGB-AQ2P-EUR	64	50	D2BC5027	SRAM_F_V102	256
SBREVENGEGBA	AGB-AQ3E-USA	64	6D	30D6C979		
GADGETRACERS	AGB-AQAE-USA	32	3E	95DD156A	SRAM_V112	256
CQADVANCE	AGB-AQAJ-JPN	32	36	93FE0E34	SRAM_V112	256
PENNY RACERS	AGB-AQAP-EUR	32	3C	8FDDD48B	SRAM_V112	256
SCRABBLE	AGB-AQBP-EUR	64	8A	C5C9B31B	SRAM_V112	256
COMBATCQ	AGB-AQCJ-JPN	32	70	4E5BFA90	SRAM_V112	256
CROUCHING TI	AGB-AQDE-USA	64	72	2F3A5D31		
CROUCHING TI	AGB-AQDP-EUR	64	67	B9A75AC4		
DISNEY PRINC	AGB-AQDS-SPA	64	51	425785C8		
BILLY BLAZES	AGB-AQHE-USA	32	5A	C39EE297		
M&M MAGICAL2	AGB-AQME-USA	32	C5	69F1117D	EEPROM_V122	4
M&M MAGICAL2	AGB-AQMP-EUR	32	BA	6DBF626C	EEPROM_V122	4
DISNEY PRINC	AGB-AQPE-USA	64	53	4A2B9E0B		
DISNEY PRINC	AGB-AQPF-NOE	64	52	3944BD7E		
DISNEY PRINC	AGB-AQPI-ITA	64	4F	481E668E		
ATV QUAD POW	AGB-AQRE-USA	32	76	9C1A7DCB		
CATINTHEHAT	AGB-AQTE-USA	32	7E	FEAD5DEA	EEPROM_V122	64
THE CAT IN T	AGB-AQTP-EUR	32	9C	A5DBE5AE	EEPROM_V124	4
G&W GALLERY4	AGB-AQWE-USA	32	9A	7E90CEA2	SRAM_F_V102	256
G&W GALLERYA	AGB-AQWP-EUR	32	82	85C837AF	SRAM_F_V102	256
BLACKTHORNE	AGB-AQXE-USA	32	7A	128E087C	EEPROM_V122	4
BLACKTHORNE	AGB-AQXP-EUR	32	6F	E1D36A8C	EEPROM_V122	4
R2RBOXING R2	AGB-AR2E-USA	32	8D	5DFCC5E5		
