Internal name	Serial	ROM size (MBit)	 Complement	CRC32	Memory type	RAM size (KBit) 
SHARK TALE	AGB-BSUX-EUU	64	E9	DF2518E9	EEPROM_V124	4
SMASHDRIVE	AGB-BSVE-USA	64	A4	2390ACA6		
SMASHDRIVE	AGB-BSVP-EUR	64	9F	1034D672		
STARWARSFOTF	AGB-BSWE-USA	64	0B	94D2737A		
STARWARSFOTF	AGB-BSWP-EUR	64	00	DC6CBAC2		
SSX3	AGB-BSXE-USA	64	7F	8232F58A	EEPROM_V122	4
YAMADAHAJIME	AGB-BSYJ-JPN	64	32	596C5D4C	SRAM_V113	256
SPONGECOMP1E	AGB-BSZP-EUR	128	32	06F0F43C		
SPONGECOMP1M	AGB-BSZX-EUU	128	22	71D52C61		
TMNT GBA 2	AGB-BT2E-USA	64	50	802FC7C1	EEPROM_V124	64
TMNT GBA 2	AGB-BT2P-EUR	64	45	ADA00A65	EEPROM_V124	64
JINGUJISHIRO	AGB-BT3J-JPN	64	37	3C21D7E0	EEPROM_V124	4
DBGTTRANSFOR	AGB-BT4E-USA	128	4B	A6B6CB01	EEPROM_V124	64
TITEUF DUO	AGB-BT5F-FRA	64	00	0A5965F4		
TROLLZHAIRAF	AGB-BT6E-USA	64	49	C5CD2C22	EEPROM_V124	4
TROLLZHAIRAF	AGB-BT6P-EUR	64	3E	3E0ED609	EEPROM_V124	4
TROLLZHAIRAF	AGB-BT6X-EUU	64	36	14FEA5C0	EEPROM_V124	4
TROLLZHAIRAF	AGB-BT6Y-EUU	64	35	FB2284EF	EEPROM_V124	4
TONKA ON JOB	AGB-BT7E-USA	32	9B	DBCD4541		
TMNT GBA 1+2	AGB-BT8E-USA	128	EE	176A42E5	EEPROM_V124	64
TMNT GBA 1+2	AGB-BT8P-EUR	128	E3	E902880F	EEPROM_V124	64
TAK&JUJUENG	AGB-BT9E-USA	64	B0	8F7EB026	EEPROM_V124	4
TAK&JUJUMULT	AGB-BT9X-EUU	64	35	91DD701D	EEPROM_V124	4
ASTROBOY	AGB-BTAE-USA	64	3A	E8619031	EEPROM_V124	64
ASTROBOY	AGB-BTAJ-JPN	64	35	65FC3C6D	EEPROM_V124	64
ASTRO BOY-OM	AGB-BTAP-EUR	64	46	1E2E8937	EEPROM_V124	64
THUNDERBIRDS	AGB-BTBE-USA	32	2B	F09B7BB0		
TITEUF THE C	AGB-BTCF-NOE	32	96	FFD0A045		
POCKETDOGS	AGB-BTDE-USA	64	B1	BEDDC67F	EEPROM_V124	4
POKEINU	AGB-BTDJ-JPN	64	94	1D379DCC	EEPROM_V124	4
FUJUHOUROKU	AGB-BTFJ-JPN	128	52	E05CEF9D	SRAM_V113	256
TGRALLY	AGB-BTGE-USA	32	AF	4DD90762	EEPROM_V122	4
TGRALLY	AGB-BTGP-EUR	32	A4	BE67D878	EEPROM_V122	4
TGRALLY	AGB-BTGX-EUU	64	9C	86AD4007	EEPROM_V122	4
THUNDERALLEY	AGB-BTHE-USA	32	04	0ED5261F		
TANTEI-Q2	AGB-BTIJ-JPN	128	3E	77C172BD	SRAM_V113	256
TRINGO	AGB-BTJE-USA	32	CB	2956A0DA	EEPROM_V124	4
TRINGO	AGB-BTJP-EUR	32	B9	B5F7BF43	EEPROM_V124	4
HAPPYTRUMP20	AGB-BTLJ-JPN	32	23	D0EF2BC4	EEPROM_V124	4
MARIOTENNISA	AGB-BTME-USA	128	3E	DA192D29	SRAM_V113	256
MARIOTENNISA	AGB-BTMJ-JPN	128	39	975E8D98	SRAM_V113	256
MARIOTENNISA	AGB-BTMP-EUR	128	33	E156470F	SRAM_V113	256
TRON 2.0 KIL	AGB-BTNE-USA	128	B0	77D50EC6	EEPROM_V124	4
TRON 2.0 KIL	AGB-BTNP-EUR	128	A5	3BF38352	EEPROM_V124	4
THUGTHUGTHUG	AGB-BTOE-USA	64	18	8B52E6C6	EEPROM_V122	64
TENPINALLEY2	AGB-BTPE-USA	32	16	3C225943		
TANTEI-Q	AGB-BTQJ-JPN	128	68	552F0D90	SRAM_V113	256
THE TOWER SP	AGB-BTRE-USA	64	47	95E05895	FLASH512_V131	512
THE TOWER	AGB-BTRJ-JPN	64	2C	EC325C92	FLASH512_V130	512
MSSTETRISADV	AGB-BTTJ-JPN	32	EE	67C92883	EEPROM_V124	4
TOTALLYSPIES	AGB-BTUE-USA	64	0D	AAA6E141	EEPROM_V124	4
TOTALLYSPIES	AGB-BTUP-EUR	64	02	06992F1D	EEPROM_V124	4
TY3	AGB-BTVE-USA	64	D9	CF467E1B	EEPROM_V124	64
TIGERWOODS04	AGB-BTWE-USA	128	45	376B9BAE	EEPROM_V122	4
TYBUSHRESCUE	AGB-BTYE-USA	64	08	108C3535	EEPROM_V124	64
TXRA	AGB-BTZE-USA	32	4F	AB272800	EEPROM_V124	4
TXRA	AGB-BTZP-EUR	32	3D	BD5F5F4C	EEPROM_V124	4
SBBFBBNTFFF	AGB-BU2E-USA	128	BF	5802CAFD	EEPROM_V124	4
UNFABULOUS	AGB-BU4E-USA	32	CE	2547F3A1		
UNO 52	AGB-BU5E-USA	32	65	C659C6DB		
UNO 52	AGB-BU5P-EUR	32	5A	315360D0		
ULTRAMAN	AGB-BU6J-JPN	64	57	4E6BDF8B	EEPROM_V124	4
TLOS TEN	AGB-BU7E-USA	256	7A	32370CBF	EEPROM_V126	4
TLOS TEN	AGB-BU7P-EUR	256	6F	93B18353	EEPROM_V126	4
ULTIMATE PUZ	AGB-BUAE-USA	32	2E	A13F76A5	EEPROM_V124	4
UCG	AGB-BUCE-USA	32	D1	8A0831BD	EEPROM_V124	64
GASH-ZAKERU3	AGB-BUDJ-JPN	128	5A	FB5516AD	EEPROM_V124	4
DANNYPHANTOM	AGB-BUEE-USA	32	30	1384ECEA	EEPROM_V124	4
DANNYPHANTOM	AGB-BUEP-EUR	32	25	E1DE905F	EEPROM_V124	4
DANNYPHANTOM	AGB-BUEX-EUU	32	1D	506780D1	EEPROM_V124	4
BUUGTCOLLECT	AGB-BUFE-USA	128	3B	280587F2	EEPROM_V124	64
UEKIJINGIBTL	AGB-BUHJ-JPN	64	2A	ED368EF1	EEPROM_V124	4
UNO FREEFALL	AGB-BUIE-USA	32	77	19FCC78E		
UNO FREEFALL	AGB-BUIP-EUR	32	6C	414EA9F4		
NICK ATTACK	AGB-BUJE-USA	32	BF	DDA9A035		
NICK ATTACK	AGB-BUJX-EUU	32	AC	F0B0F53C		
ULTSPIDERMAN	AGB-BULE-USA	128	2A	931E2C18	EEPROM_V124	4
ULTSPIDERMAN	AGB-BULP-EUR	128	1F	97E1727F	EEPROM_V124	4
ULTSPIDERMAN	AGB-BULX-EUU	128	17	61A74634	EEPROM_V124	4
MONOPOLY	AGB-BUME-USA	32	49	B01CBC07		
MONOPOLY	AGB-BUMP-EUR	32	1F	7B113397		
DOCTORSUDOKU	AGB-BUOE-USA	32	EA	FC003E2B	EEPROM_V124	64
NANPURE	AGB-BUOJ-JPN	32	82	044C6F68	EEPROM_V124	64
DR. SUDOKU	AGB-BUOP-EUR	32	C1	E9848D13	EEPROM_V124	64
UNOUNOSKIPBO	AGB-BUQE-USA	32	16	0E2AF604		
UNOSKIPBO	AGB-BUQP-EUR	32	FD	E2018633		
PAWSANDCLAWS	AGB-BURE-USA	32	2C	E58DA71E	EEPROM_V124	64
GREENEGGSHAM	AGB-BUSE-USA	32	34	E4AE2CD1	EEPROM_V122	4
ULTRAGUARDMA	AGB-BUTJ-JPN	64	13	C03785C7	FLASH512_V131	512
STELLVIA_GBA	AGB-BUVJ-JPN	64	07	A00A4530	SRAM_V113	256
UWINTERGAMES	AGB-BUWE-USA	64	01	95988EE2		
BIBITINA01	AGB-BUXD-NOE	128	F9	95A19C3C	EEPROM_V124	4
THEANTBULLY	AGB-BUYE-USA	64	57	8D51A101	EEPROM_V124	4
THEANTBULLY	AGB-BUYP-EUR	64	4C	52DC386B	EEPROM_V124	4
ULT ARCADE	AGB-BUZE-USA	32	E4	264F7A95	EEPROM_V124	64
COLORIS	AGB-BVAJ-JPN	128	B2	A04BE1ED	SRAM_V113	256
DIALHEX	AGB-BVBJ-JPN	128	CD	812EF3A9	SRAM_V113	256
DOTSTREAM	AGB-BVCJ-JPN	128	18	F0760400	SRAM_V113	256
BOUNDISH	AGB-BVDJ-JPN	32	6E	904B55D4	SRAM_V113	256
ORBITAL	AGB-BVEJ-JPN	128	BC	D5D43B4B	SRAM_V113	256
SOUNDVOYAGER	AGB-BVGJ-JPN	128	21	B32E0839	SRAM_V113	256
DIGIDRIVE	AGB-BVHJ-JPN	128	2F	0867DC29	SRAM_F_V103	256
CNDOUBLEGAME	AGB-BW2E-USA	64	5F	B3D323E4		
CN SPEED&BLK	AGB-BW2P-EUR	256	A6	9E6A2F1E		
2IN1_ADV_CHU	AGB-BW3J-JPN	128	40	21EF5165	FLASH512_V133	512
2IN1_ADV_CHU	AGB-BW3P-EUR	128	3A	22489C7C	FLASH512_V133	512
2IN1_ADV_BTL	AGB-BW4J-JPN	256	3D	31D712D3	FLASH512_V133	512
2IN1_ADV_BTL	AGB-BW4P-EUR	256	37	94CF5B2B	FLASH512_V133	512
2IN1_ADV_PIN	AGB-BW5E-USA	128	3C	FBAFB638	FLASH512_V133	512
2IN1_ADV_PIN	AGB-BW5P-EUR	128	31	1127DC09	FLASH512_V133	512
2IN1_BTL_PIN	AGB-BW6J-JPN	256	2F	0DFAA3F2	FLASH512_V133	512
2IN1_BTL_PIN	AGB-BW6P-EUR	256	29	A50DE233	FLASH512_V133	512
2IN1_BTL_CHU	AGB-BW7P-EUR	256	2F	2C57E588	FLASH512_V133	512
2IN1_PIN_COL	AGB-BW8P-EUR	128	2B	8577A000	FLASH512_V133	512
2IN1_COL_CHU	AGB-BW9P-EUR	128	31	0BEAA2F4	FLASH512_V133	512
WANNYANIDOL	AGB-BWAJ-JPN	64	66	660D59D7	EEPROM_V124	4
BB_&_DP_GER_	AGB-BWBD-NOE	128	2B	52C8A11F	EEPROM_V122	4
BB_&_DP_FRE_	AGB-BWBF-FRA	128	2A	22C54AE1	EEPROM_V122	4
BB_&_DP_ITAL	AGB-BWBI-ITA	128	39	458DEDB1	EEPROM_V122	4
BB_&_DP_ENG_	AGB-BWBP-EUR	128	23	34355326	EEPROM_V122	4
BB_&_DP_SPAN	AGB-BWBS-SPA	128	27	01B143A9	EEPROM_V122	4
CASINO/HOLDM	AGB-BWCE-USA	64	54	6F88E088		
HOLDM&CASINO	AGB-BWCP-EUR	64	5F	CFF20829		
DOUBUTU	AGB-BWDJ-JPN	32	80	6DE82857	EEPROM_V122	64
WHAC-A-MOLE	AGB-BWEE-USA	64	1C	E58EF9A2	EEPROM_V124	4
MIRUMODEPON4	AGB-BWFJ-JPN	64	30	A606C803	SRAM_V113	256
WINNIE THE P	AGB-BWHE-USA	32	88	5B098A68		
WINNIE THE P	AGB-BWHP-EUR	32	80	E5A97A58		
WINXCLUB	AGB-BWIE-USA	128	49	1D6950A3	EEPROM_V124	64
WINXCLUB	AGB-BWIP-EUR	128	3E	AFCB9CE8	EEPROM_V124	64
WHO WANTS TO	AGB-BWJP-EUR	32	3F	AAD93DA8		
WANKURU	AGB-BWKJ-JPN	128	68	D8314949	EEPROM_V124	4
THE WILD	AGB-BWLE-USA	64	71	DE79EDC3	EEPROM_V124	4
WAN TANTEI	AGB-BWMJ-JPN	64	D3	BD3AE9D7	EEPROM_V124	4
TWIN SERIES6	AGB-BWNJ-JPN	64	3A	9370623D	EEPROM_V124	4
WPT2K6	AGB-BWOP-EUR	32	02	8FA26A97	EEPROM_V124	64
MIRUMODEPON5	AGB-BWPJ-JPN	64	25	AE2FB113	SRAM_V113	256
TRUCKS/FURY	AGB-BWQE-USA	64	55	F9EC06A9		
TRUCKS&QUAD	AGB-BWQP-EUR	64	7B	0DB22E8C		
SK LOS WOLF	AGB-BWSE-USA	128	A7	FA1AA3F6	SRAM_F_V103	256
W.I.T.C.H.	AGB-BWTP-EUR	64	2A	CA4F6D5D	EEPROM_V124	4
WILDEKERLE01	AGB-BWUD-DEU	128	54	C8C12090		
WINXQFTCDX	AGB-BWVE-USA	64	98	29DFFF34	EEPROM_V124	4
WINXQFTCDX	AGB-BWVP-EUR	64	8D	9EB09C77	EEPROM_V124	4
WWE_SURVIVOR	AGB-BWWE-USA	64	CB	BD5B3D7E	EEPROM_V124	4
WANKOMIKKUSU	AGB-BWXJ-JPN	64	EB	253AD05E	EEPROM_V124	64
WINTERSPIELE	AGB-BWYP-EUR	32	E0	64C802F9	EEPROM_V124	4
WINNIE-RM3	AGB-BWZP-EUR	128	E0	C2FC12E5	EEPROM_V124	4
SPIDEYMM X2	AGB-BX2E-USA	128	C7	E7BAA5B9	EEPROM_V124	4
SPIDER-MAN	AGB-BX3E-USA	256	08	0AE3637F	EEPROM_V125	4
SPIDER-MAN M	AGB-BX3P-EUR	256	90	D732E52D	EEPROM_V125	4
THUG SLATER	AGB-BX4E-USA	128	B4	6D8EF48A	EEPROM_V122	64
RAYMAN 10TH	AGB-BX5E-USA	128	F3	AE72B0EE	EEPROM_V124	64
RAYMAN 10TH	AGB-BX5P-EUR	128	E8	437E95B9	EEPROM_V124	64
SBFOP	AGB-BX6E-USA	128	53	82C21322		
TEXAS HOLDEM	AGB-BXAE-USA	32	57	78B59AAC		
KERPLUNKTATI	AGB-BXCE-USA	32	2F	8B523FF7		
BRATZDIAMOND	AGB-BXFD-NOE	64	3F	F39CADEB	EEPROM_V124	64
BRATZDIAMOND	AGB-BXFE-USA	64	3E	9E389908	EEPROM_V124	64
BRATZDIAMOND	AGB-BXFP-EUR	64	33	DB179296	EEPROM_V124	64
SHREK 2/MADA	AGB-BXGE-USA	128	B3	39D68733	EEPROM_V124	4
SHREK 2/MADA	AGB-BXGP-EUR	128	A8	63BB643F	EEPROM_V124	4
SHREK 2-PENG	AGB-BXHE-USA	128	9D	18670538	EEPROM_V124	4
SHREK 2-PENG	AGB-BXHP-EUR	128	92	3535B2BF	EEPROM_V124	4
CV 2 PACK	AGB-BXKE-USA	128	88	DBCECC7D	SRAM_F_V102	256
CV 2 PACK	AGB-BXKP-EUR	128	7D	EE495897	SRAM_F_V102	256
XS MOTO	AGB-BXME-USA	32	82	6DBBC17C		
DORA WORLD A	AGB-BXPE-USA	32	8A	7B311C5C		
TONY HAWK'S	AGB-BXSE-USA	128	A9	37B0B53D	EEPROM_V124	4
TONYHAWKDJ	AGB-BXSP-EUR	128	AA	4A975F48	EEPROM_V124	4
SURFS UP	AGB-BXUE-USA	64	60	0ADF57C5	EEPROM_V124	4
SURFS UP	AGB-BXUP-EUR	64	55	317326B0	EEPROM_V124	4
SURFS UP	AGB-BXUX-EUU	64	4D	B225AE1A	EEPROM_V124	4
WILDEKERLE02	AGB-BXWD-NOE	128	50	A6281DD3	EEPROM_V124	4
YUGIOH 2IN1	AGB-BY2E-USA	256	DB	F3DF5758	SRAM_F_V102	256
YUGIOH 2IN1	AGB-BY2P-EUR	256	D0	7EA28A99	SRAM_F_V102	256
YUGIOHDMEX3	AGB-BY3J-JPN	128	8E	7AB1EC04	SRAM_V113	256
YUGIOHWCT06	AGB-BY6E-USA	256	9D	F968A196	SRAM_F_V103	256
YUGIOHDMEX06	AGB-BY6J-JPN	256	58	7A1019E6	SRAM_F_V103	256
YUGIOHWCT06	AGB-BY6P-EUR	256	92	CEDE4060	SRAM_F_V103	256
YWCT2005USA	AGB-BY7E-USA	128	CE	584DB6A6	SRAM_V113	256
F24 STEALTH	AGB-BYAE-USA	32	D3	9387EA7C		
YUGIOU DBT	AGB-BYDE-USA	64	DC	611E7BBD	SRAM_F_V103	256
YUGIOU DBT-E	AGB-BYDP-EUR	128	5F	AE1A8E9D	SRAM_F_V103	256
BYF 2006	AGB-BYFE-USA	32	FB	DB0723E3	EEPROM_V124	4
YUGIOHGXDA	AGB-BYGE-USA	256	BC	3B8A00FE	SRAM_V113	256
YUGIOHDMGX	AGB-BYGJ-JPN	256	AB	F4295DA8	SRAM_V113	256
YUGIOHGXDA	AGB-BYGP-EUR	256	B1	3FB2ABDA	SRAM_V113	256
BACKYARD HCY	AGB-BYHE-USA	32	7D	3A8E31AF	EEPROM_V122	4
YUGIOHDMI2	AGB-BYIJ-JPN	128	CD	6DCFB879	SRAM_V113	256
KID PADDLE	AGB-BYLP-EUR	64	11	69951AA9	EEPROM_V124	4
MONSTERTRUCK	AGB-BYME-USA	32	11	F47C5CF9		
MONSTERTRUCK	AGB-BYMP-EUR	32	E7	31500381		
YWCT2005EUR	AGB-BYOP-EUR	128	A8	17988E9B	SRAM_V113	256
LUR2	AGB-BYPP-EUR	256	59	D9B6475A	EEPROM_V124	64
LUR2	AGB-BYPX-EUU	32	84	F3C274C2	EEPROM_V124	64
LUR2	AGB-BYPY-EUU	32	4D	B6FC77F3	EEPROM_V124	64
YUGIOU SUGO	AGB-BYSJ-JPN	64	64	8D52B3C5	SRAM_F_V103	256
YGGDRA UNION	AGB-BYUE-USA	256	2E	3BFA68F7	EEPROM_V126	64
YGGDRA UNION	AGB-BYUJ-JPN	256	1B	A86F844A	EEPROM_V126	64
YGGDRA UNION	AGB-BYUP-EUR	256	0F	3E0DF130	EEPROM_V126	64
YUGIOHDPACK2	AGB-BYVE-USA	128	3C	2CB399D0	SRAM_F_V103	256
YWCT2004USA	AGB-BYWE-USA	128	00	69B6F229	SRAM_V113	256
YWCT2004EUR	AGB-BYWP-EUR	128	A1	31EDEF1B	SRAM_V113	256
PUPPYLUV	AGB-BYXE-USA	32	1D	04146DD6	EEPROM_V124	4
YUYUHAKUSHO1	AGB-BYYE-USA	64	11	D3784B52	EEPROM_V122	4
YUYUHAKUSHO1	AGB-BYYP-EUR	64	06	208D77EC	EEPROM_V124	4
DANGEROUS-G2	AGB-BZ2J-JPN	64	5F	99273EE3	SRAM_V113	256
MEGAMANZERO3	AGB-BZ3E-USA	64	6C	2784F3F2	SRAM_V113	256
ROCKMANZERO3	AGB-BZ3J-JPN	64	52	5A2C41A9	SRAM_V113	256
MEGAMANZERO3	AGB-BZ3P-EUR	64	61	B099577F	SRAM_V113	256
FF4ADVANCE	AGB-BZ4E-USA	64	29	FEEEBDE4	SRAM_V113	256
FF4ADVANCE	AGB-BZ4J-JPN	64	FA	17036E02	SRAM_V113	256
FF4ADVANCE	AGB-BZ4J-JPN	64	F9	80F1133B	SRAM_V113	256
FF4ADVANCE	AGB-BZ4P-EUR	64	1E	27F2BC67	SRAM_V113	256
FF5ADVANCE	AGB-BZ5E-USA	64	27	7A24AB0C	SRAM_V113	256
FF5ADVANCE	AGB-BZ5J-JPN	128	F8	4C46C04A	SRAM_V113	256
FF5ADVANCE	AGB-BZ5P-EUR	128	1C	7197117E	SRAM_V113	256
FF6ADVANCE	AGB-BZ6E-USA	64	25	D708F5AB	SRAM_V113	256
FF6ADVANCE	AGB-BZ6J-JPN	128	F6	9CAE03AC	SRAM_V113	256
FF6ADVANCE	AGB-BZ6P-EUR	128	1A	D15DEBA5	SRAM_V113	256
ZACKANDCODY	AGB-BZCE-USA	64	7D	1D33DD2C	EEPROM_V124	4
DANGEROUS-G	AGB-BZDJ-JPN	64	7F	7045C60D	SRAM_V113	256
ZOIDSFUZORS	AGB-BZFJ-JPN	64	2E	094E16AD	SRAM_F_V103	256
VIOLENCE-K	AGB-BZGJ-JPN	64	CB	00328BB3	SRAM_V113	256
FINDINGNEMO2	AGB-BZIE-USA	32	58	4F9ACA4F		
FINDINGNEMO2	AGB-BZIJ-JPN	128	49	D81F58BB	EEPROM_V124	4
FINDINGNEMO2	AGB-BZIX-EUU	32	45	45BC9C37		
FINDINGNEMO2	AGB-BZIY-EUU	32	44	1E8CEFE9		
GBAZELDA MC	AGB-BZME-USA	128	D8	ABCEBBB1	EEPROM_V124	64
GBAZELDA MC	AGB-BZMJ-JPN	128	D3	6CE771A5	EEPROM_V124	64
GBAZELDA MC	AGB-BZMP-EUR	128	CD	E8637292	EEPROM_V124	64
DEALORNODEAL	AGB-BZNE-USA	32	56	B6C00EDB		
ZERO ONE SP	AGB-BZOJ-JPN	128	84	FD6CE886	EEPROM_V124	64
DRMARIO&PONE	AGB-BZPE-USA	64	59	4C2B7349	EEPROM_V124	4
DRMARIO&PONJ	AGB-BZPJ-JPN	64	4F	129BF78F	EEPROM_V124	4
DRMARIO&PONP	AGB-BZPP-EUR	64	43	FB7A7567	EEPROM_V124	4
ENCHANTED	AGB-BZRE-USA	64	0F	AF23FFFF	EEPROM_V124	4
RAVEN2	AGB-BZSE-USA	64	EA	5495CBE1	EEPROM_V124	4
BAD APPLE	AGB-BZTE-USA	32	35	B5213253	EEPROM_V124	4
TEEN TITAN 2	AGB-BZUE-USA	64	81	CCACD823	EEPROM_V124	4
AKAGI	AGB-BZWJ-JPN	128	34	14EB6587	EEPROM_V124	64
SPONGEBOB AP	AGB-BZXE-USA	32	59	190B1653		
ZOEY 101	AGB-BZYE-USA	32	AF	9CF348A8		
CASTLEVANIA	AGB-FADE-USA	8	B5	23E4082C	EEPROM_V124	4
DRACULA 1	AGB-FADJ-JPN	32	8E	012FA057	EEPROM_V124	64
BALLOONFIGHT	AGB-FBFJ-JPN	32	5F	45D299D7	EEPROM_V124	4
BOMBER MAN	AGB-FBME-USA	8	23	C9EBC17D	EEPROM_V124	4
BOMBER MAN	AGB-FBMJ-JPN	8	1E	C1116E40	EEPROM_V122	4
CLU CLU LAND	AGB-FCLJ-JPN	32	AA	C4C03AA8	EEPROM_V124	4
DIG DUG	AGB-FDDJ-JPN	32	04	57513B63	EEPROM_V124	4
DONKEY KONG	AGB-FDKE-USA	32	BD	BA82D416	EEPROM_V124	4
DONKEY KONG	AGB-FDKJ-JPN	8	B8	D84A216B	EEPROM_V124	4
DR. MARIO	AGB-FDME-USA	8	78	934E1F1D	EEPROM_V124	4
DR. MARIO	AGB-FDMJ-JPN	32	73	E23A7ED0	EEPROM_V124	4
EXCITEBIKE	AGB-FEBE-USA	8	01	67D9A2A6	EEPROM_V124	4
EXCITEBIKE	AGB-FEBJ-JPN	8	FC	32604C95		
ONIGASHIMA	AGB-FFMJ-JPN	32	ED	63B51337	EEPROM_V124	64
GOEMON 1	AGB-FGGJ-JPN	32	BC	10B48DBA	EEPROM_V124	4
ICE CLIMBER	AGB-FICE-USA	32	EA	3126D612	EEPROM_V124	4
ICE CLIMBER	AGB-FICJ-JPN	32	E5	5646F9D1	EEPROM_V124	4
NES ZELDA 2	AGB-FLBE-USA	8	0F	0B6CA48A	EEPROM_V124	64
LINK	AGB-FLBJ-JPN	32	A4	1CBE712A	EEPROM_V124	64
SUPER MARIO2	AGB-FM2J-JPN	32	88	F55674A3	EEPROM_V124	4
MARIO BROS.	AGB-FMBJ-JPN	32	D5	9CD4D6CF	EEPROM_V124	4
MAKAIMURA	AGB-FMKJ-JPN	32	30	85261EC6	EEPROM_V124	4
MAPPY	AGB-FMPJ-JPN	8	3C	C29E4A08	EEPROM_V124	4
NES METROID	AGB-FMRE-USA	8	AC	9A243B9B	EEPROM_V124	4
FMS METROID	AGB-FMRJ-JPN	32	A7	ABECCDAB	EEPROM_V124	64
MURASAME	AGB-FNMJ-JPN	32	6A	8233349C	EEPROM_V124	4
PAC-MAN	AGB-FP7E-USA	32	01	231F80D6	EEPROM_V124	4
PAC-MAN	AGB-FPMJ-JPN	8	E6	91ACF642	EEPROM_V124	4
PARTHENA	AGB-FPTJ-JPN	32	69	F311EDAC	EEPROM_V124	64
SD GACHAPON1	AGB-FSDJ-JPN	32	A0	9ED2DAEB	EEPROM_V124	64
SUPER MARIO	AGB-FSME-USA	8	9E	F7129225	EEPROM_V124	4
SUPER MARIO	AGB-FSMJ-JPN	32	98	5848884C	EEPROM_V124	4
STAR SOLDIER	AGB-FSOJ-JPN	8	52	1E23BAD4	EEPROM_V122	4
BOKENJIMA 1	AGB-FTBJ-JPN	32	E9	3BEF3B74	EEPROM_V124	4
TANTEI CLUB1	AGB-FTKJ-JPN	32	85	3CF43405	EEPROM_V124	64
TANTEI CLUB2	AGB-FTUJ-JPN	32	7A	75E1B220	EEPROM_V124	64
TWINBEE	AGB-FTWJ-JPN	32	A7	26A17681	EEPROM_V124	4
WRECKINGCREW	AGB-FWCJ-JPN	32	3B	6C0611F0	EEPROM_V124	4
XEVIOUS	AGB-FXVE-USA	32	84	9E923716	EEPROM_V124	4
XEVIOUS	AGB-FXVJ-JPN	32	7F	65A67D75	EEPROM_V124	4
ZELDA 1	AGB-FZLE-USA	8	FE	6D49CABF	EEPROM_V124	64
ZELDA 1	AGB-FZLJ-JPN	8	F9	712D76E8	EEPROM_V122	64
HAPPYPANECHU	AGB-KHPJ-JPN	32	3D	0BFE46E9	EEPROM_V122	4
YOSHI TOPSY	AGB-KYGE-USA	64	75	E64C265C	EEPROM_V124	4
YOSHI'S U/G	AGB-KYGJ-JPN	64	CA	31594B7A	EEPROM_V124	4
YOSHI'S U/G	AGB-KYGP-EUR	64	C4	05F4D0AA	EEPROM_V124	4
CARTONETW002	AGB-MC2E-USA	256	85	4BFAA8DE		
CARTONETW005	AGB-MCME-USA	256	67	5D918B2D		
CARTONETW006	AGB-MCNE-USA	256	65	C0A0BD53		
CANEPLATFR00	AGB-MCNF-FRA	256	71	FC042F18		
CARTONETW003	AGB-MCPE-USA	256	66	F2825729		
CANEPREMFR00	AGB-MCPF-NOE	256	6C	58F1CDE8		
CARTONETW004	AGB-MCSE-USA	256	62	E9B7B8A4		
CANESPECFR00	AGB-MCSF-FRA	256	72	71154D42		
CARTOONNET01	AGB-MCTE-USA	256	4E	91F39447		
DRAGONBALL01	AGB-MDBE-USA	256	86	DA559199		
DISNEYVOL001	AGB-MDCE-USA	256	6E	13E3DB68		
DOREXPLOR 01	AGB-MDRE-USA	256	6D	DD6A7FCC		
FAIRLYODD 02	AGB-MF2E-USA	256	AA	BBCBC6FD		
FAIRLYODD 01	AGB-MFOE-USA	256	8F	7958DF20		
PROUDFAMIL01	AGB-MFPE-USA	256	59	C6A91365		
ALLGROWNUP01	AGB-MGUE-USA	256	3B	FFBD4DA9		
JIMMYNEUTR01	AGB-MJME-USA	256	37	0E556EDF		
KIDSNEXTDO01	AGB-MKDE-USA	256	56	4463F345		
NICKTOONS 02	AGB-MN2E-USA	256	89	65DEEEB6		
NICKTOONS003	AGB-MN3E-USA	256	77	6FBF5CEB		
NICKTOONS 01	AGB-MNCE-USA	256	79	5D47676F		
POKEGBAVID01	AGB-MPAE-USA	256	90	A59EF954		
POKEGBAVID02	AGB-MPBE-USA	256	8E	0DA1A383		
POKEGBAVID03	AGB-MPCE-USA	256	8C	A36AA9C5		
POKEGBAVID04	AGB-MPDE-USA	256	8A	BE468496		
SPONGEBOB 02	AGB-MS2E-USA	256	9C	7074364A		
SPONGEBOB003	AGB-MS3E-USA	256	8B	B912D9A2		
STRAWBERRY01	AGB-MSBE-USA	256	38	FF7582EF		
SONIC X 01	AGB-MSHE-USA	256	F3	363C3EB8		
SUPERROBOT01	AGB-MSRE-USA	256	28	D743A070		
SPONGEBOB 01	AGB-MSSE-USA	256	7C	997FD2C7		
TMNT 01	AGB-MTME-USA	256	3E	046589C8		
TMNTV01FR000	AGB-MTMF-FRA	256	7F	1EE78166		
YUGIOH 01	AGB-MYGE-USA	256	ED	8D631F4E		
YUGIOH01FR00	AGB-MYGF-FRA	256	74	C9B6CCF1		
WARIOTWISTED	AGB-RZWE-USA	128	02	CB4E844B	SRAM_V113	256
MAWARUWARIO	AGB-RZWJ-JPN	128	54	E69964F1	SRAM_V113	256
BOKTAI2	AGB-U32E-USA	128	F1	3E6C7F55	EEPROM_V124	64
ZOKTAI	AGB-U32J-JPN	128	F2	2804E589	EEPROM_V124	64
ZOKTAI	AGB-U32J-JPN	128	F1	71E2CD01	EEPROM_V124	64
